 2018-10-23 09:48:19,877 [P1760/D2/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco 7.12.3 application starting on LAPTOP-B65T75P1
 2018-10-23 09:48:20,052 [P1760/D2/T1] INFO  Umbraco.Core.PluginManager - Determining hash of code files on disk
 2018-10-23 09:48:20,099 [P1760/D2/T1] INFO  Umbraco.Core.PluginManager - Hash determined (took 47ms)
 2018-10-23 09:48:20,948 [P1760/D2/T1] INFO  Umbraco.Core.MainDom - Acquiring MainDom...
 2018-10-23 09:48:20,953 [P1760/D2/T1] INFO  Umbraco.Core.MainDom - Acquired MainDom.
 2018-10-23 09:48:20,960 [P1760/D2/T1] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2018-10-23 09:48:24,711 [P1760/D2/T1] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 3752ms)
 2018-10-23 09:48:24,712 [P1760/D2/T1] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IApplicationStartupHandler
 2018-10-23 09:48:24,714 [P1760/D2/T1] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IApplicationStartupHandler (took 2ms)
 2018-10-23 09:48:25,021 [P1760/D2/T1] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2018-10-23 09:48:25,023 [P1760/D2/T1] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 1ms)
 2018-10-23 09:48:25,023 [P1760/D2/T1] INFO  Umbraco.Core.PluginManager - Resolving Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter
 2018-10-23 09:48:25,024 [P1760/D2/T1] INFO  Umbraco.Core.PluginManager - Resolved Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter (took 0ms)
 2018-10-23 09:48:25,025 [P1760/D2/T1] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2018-10-23 09:48:25,028 [P1760/D2/T1] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 2ms)
 2018-10-23 09:48:25,029 [P1760/D2/T1] INFO  Umbraco.Core.PluginManager - Resolving Umbraco.Core.PropertyEditors.IPropertyValueConverter
 2018-10-23 09:48:25,033 [P1760/D2/T1] INFO  Umbraco.Core.PluginManager - Resolved Umbraco.Core.PropertyEditors.IPropertyValueConverter (took 3ms)
 2018-10-23 09:48:25,069 [P1760/D2/T1] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2018-10-23 09:48:25,070 [P1760/D2/T1] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 0ms)
 2018-10-23 09:48:25,070 [P1760/D2/T1] INFO  Umbraco.Core.PluginManager - Resolving Umbraco.Web.Mvc.SurfaceController
 2018-10-23 09:48:25,071 [P1760/D2/T1] INFO  Umbraco.Core.PluginManager - Resolved Umbraco.Web.Mvc.SurfaceController (took 0ms)
 2018-10-23 09:48:25,072 [P1760/D2/T1] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2018-10-23 09:48:25,073 [P1760/D2/T1] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 0ms)
 2018-10-23 09:48:25,073 [P1760/D2/T1] INFO  Umbraco.Core.PluginManager - Resolving Umbraco.Web.WebApi.UmbracoApiController
 2018-10-23 09:48:25,075 [P1760/D2/T1] INFO  Umbraco.Core.PluginManager - Resolved Umbraco.Web.WebApi.UmbracoApiController (took 2ms)
 2018-10-23 09:48:33,209 [P1760/D2/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2018-10-23 09:48:35,955 [P1760/D2/T1] INFO  Umbraco.Web.Cache.CacheRefresherEventHandler - Initializing Umbraco internal event handlers for cache refreshing
 2018-10-23 09:48:37,230 [P1760/D2/T1] INFO  Umbraco.Web.Search.ExamineEvents - Initializing Examine and binding to business logic events
 2018-10-23 09:48:38,267 [P1760/D2/T1] INFO  Umbraco.Web.Search.ExamineEvents - Adding examine event handlers for index providers: 3
 2018-10-23 09:48:38,385 [P1760/D2/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco application startup complete (took 18933ms)
 2018-10-23 09:48:51,384 [P1760/D2/T11] INFO  Umbraco.Core.Sync.ApplicationUrlHelper - New ApplicationUrl detected: http://localhost:53527/umbraco
 2018-10-23 09:48:51,390 [P1760/D2/T11] INFO  Umbraco.Core.Sync.ApplicationUrlHelper - ApplicationUrl: http://localhost:53527/umbraco (UmbracoModule request)
 2018-10-23 09:49:05,285 [P1760/D2/T8] INFO  Umbraco.Core.PluginManager - Resolving umbraco.interfaces.IDiscoverable
 2018-10-23 09:49:05,286 [P1760/D2/T8] INFO  Umbraco.Core.PluginManager - Resolved umbraco.interfaces.IDiscoverable (took 0ms)
